filename,LEVEL_2,LEVEL_3,LEVEL_4,LEVEL_5,LEVEL_6,LEVEL_7
6-Back_jpg.rf.cf267b26e8173fc57441283cbb12e992.jpg,0,0,0,0,0,1
16-Left_jpg.rf.32710e554d0940bf3f85d732b2e28ea5.jpg,0,0,0,0,0,1
15-Right_jpg.rf.2e1b9e39d928e4913aef8aee28c0508f.jpg,0,0,0,0,1,0
5-Top-Down_jpg.rf.541239d6a53864688c7c5aaf99cd00c7.jpg,0,0,0,0,0,1
2-Front_jpg.rf.a5eadaad7a22a0bd4f58ca2c63e7b344.jpg,0,0,0,0,0,1
6-Front_jpg.rf.4430bf05422047e7470145a9be036504.jpg,0,0,0,0,0,1
4-Left_jpg.rf.10c023ee9880011c3ebc024b6070cc25.jpg,0,0,0,0,0,1
6-Right_jpg.rf.b4032b3ce6bd4d36d9c2390b0bb94c3c.jpg,0,1,0,0,0,0
1-Front_jpg.rf.5146678eca69a2885d0150e3465dfbab.jpg,0,0,0,0,0,1
6-Left_jpg.rf.244af2d44d1c25b46d887a49b3aa1161.jpg,0,0,0,0,0,1
16-Right_jpg.rf.9204738d765005fe18f9375e917eceae.jpg,0,0,0,0,1,0
17-Front_jpg.rf.8923149b14f22f919ccb25b9ee48ce9e.jpg,0,0,0,0,0,1
14-Top-Down_jpg.rf.6eea3c41e430a6036b05e7fb89195da7.jpg,0,0,0,0,0,1
16-Front_jpg.rf.36427edce82ad20168a7318f974a0e8c.jpg,0,0,0,0,1,0
48-Front_jpg.rf.e156549125a45ff9cbc4e2cd00c0b8c0.jpg,0,1,0,0,0,0
39-Left_jpg.rf.4aa09eaa29df0f10e09b157bd38a59d1.jpg,0,1,0,0,0,0
39-Top-Down_jpg.rf.dc200b5fb0d1f1e7e49687ceb6c7c772.jpg,0,1,0,0,0,0
2-Left_jpg.rf.d809f3130cdcecc1ebe34573be252cac.jpg,0,0,0,0,1,0
6-Right_jpg.rf.d9846a89570bb7cec9835608009b2fe7.jpg,0,0,0,0,0,1
16-Back_jpg.rf.7d80c8d8c3c8326ab8b3765e67ea7e2d.jpg,0,0,0,0,1,0
15-Front_jpg.rf.7ff92332ac8ea73c2bafdbd47ae1460a.jpg,0,0,0,0,0,1
2-Back_jpg.rf.1fb5adb3ca16bdeb9d2c6e67aff7aba2.jpg,0,0,0,0,1,0
13-Front_jpg.rf.fb039281eddcb882cb42b5b7b4203a79.jpg,0,0,0,0,0,1
4-Top-Down_jpg.rf.fb13c7b737fba889642463b5e58022ac.jpg,0,1,0,0,0,0
5-Right_jpg.rf.2e387730d812ee3bb11af1527f1df134.jpg,0,0,0,0,0,1
39-Right_jpg.rf.a312743ee05dff1515f6159511fbdd78.jpg,0,1,0,0,0,0
8-Back_jpg.rf.2427276c6a237ea9fb6c7c98479d9bfd.jpg,0,0,0,0,0,1
33-Front_jpg.rf.5efefa43ddd90711b9a5f85e0b8e3672.jpg,0,1,0,0,0,0
48-Left_jpg.rf.3a5df5f9468d26986638d665c75b4d64.jpg,0,1,0,0,0,0
4-Front_jpg.rf.e2b8a30e36ea563687a98cee140902a8.jpg,0,1,0,0,0,0
34-Right_jpg.rf.5ac21412275db3eca047bc9c2efb029f.jpg,0,1,0,0,0,0
1-Left_jpg.rf.bb569aafa17a754b923d505ba6e7d8e5.jpg,0,0,0,0,0,1
19-Back_jpg.rf.89faabcacd6a5f6d2f8af3c508032239.jpg,0,0,0,0,1,0
9-Back_jpg.rf.a31dec7061b44c169a016e85d092baf7.jpg,0,0,0,0,0,1
37-Front_jpg.rf.e8d4e07bc55b4f4c619132afb45d4442.jpg,0,1,0,0,0,0
33-Front_jpg.rf.316c3c9918167a46412d4a1b6ef2efac.jpg,0,1,0,0,0,0
48-Right_jpg.rf.1466984ee59edd45a853cd96625f1c1d.jpg,0,1,0,0,0,0
34-Top-Down_jpg.rf.828ac51c9ab2bcb41e0e73cbfb36451e.jpg,0,1,0,0,0,0
2-Top-Down_jpg.rf.0a05e5886fce17f9ee9e54488d4a864b.jpg,0,0,0,0,1,0
37-Right_jpg.rf.cb6ac9dbbad718ca33ff911e552a7ee3.jpg,0,1,0,0,0,0
38-Right_jpg.rf.3e63578d1155a25d89d346c9f2a119f8.jpg,0,1,0,0,0,0
51-Back_jpg.rf.a9d5e23b255a8089a4cb49313f03e730.jpg,0,1,0,0,0,0
33-Top-Down_jpg.rf.6b0aab9047c50292ab446f91227e6cbd.jpg,0,1,0,0,0,0
38-Left_jpg.rf.4ad52184157fd3074d28268710313776.jpg,0,1,0,0,0,0
34-Back_jpg.rf.54db6b9f6d565882fd0198e59ca55b2c.jpg,0,1,0,0,0,0
4-Right_jpg.rf.2294cf02f8c5823dd30e35e8560c762b.jpg,0,0,0,0,0,1
37-Top-Down_jpg.rf.c2f60839287b2772796aa6cff4218f8b.jpg,0,1,0,0,0,0
1-Right_jpg.rf.bbb4c6ee882269d516e9481e6dc7f030.jpg,0,0,0,0,0,1
15-Back_jpg.rf.e0c2f128ac9f602a043938652fd08dc9.jpg,0,0,0,0,1,0
16-Top-Down_jpg.rf.337297a303cd5caf6dfdf54ab77a3425.jpg,0,0,0,0,1,0
51-Left_jpg.rf.eeede9e16871463436c2e7ddafa97343.jpg,0,1,0,0,0,0
57-Back_jpg.rf.b45df1ca18d75ff859de15fc48f3aab5.jpg,0,1,0,0,0,0
19-Left_jpg.rf.c7ec8866e1e855e7e0bd5260c4405cb3.jpg,0,0,0,0,1,0
57-Front_jpg.rf.ddf235e9dc67e0d2f9807ecee914a8d1.jpg,0,1,0,0,0,0
33-Left_jpg.rf.590c24045a007edafd9da3c57ab64869.jpg,0,1,0,0,0,0
34-Left_jpg.rf.42e04f039f28afd8451c43d412cf4c13.jpg,0,1,0,0,0,0
57-Right_jpg.rf.161fa6757e1467ef38a974f71cd8af7d.jpg,0,1,0,0,0,0
48-Top-Down_jpg.rf.67b568bfc52870ab5ccecf73c9256db4.jpg,0,1,0,0,0,0
55-Left_jpg.rf.7cf828b26e3c8e9f379783193f3244e0.jpg,0,1,0,0,0,0
50-Back_jpg.rf.74b161efaade307f9ff6d38922fef06f.jpg,0,1,0,0,0,0
6-Front_jpg.rf.b66663045a236d1d700c2abc69eebca7.jpg,0,1,0,0,0,0
37-Back_jpg.rf.10e9d784c101c85d5532af87d962fe39.jpg,0,1,0,0,0,0
19-Right_jpg.rf.660215ca578671601e66b9a32787c7a9.jpg,0,0,0,0,1,0
39-Front_jpg.rf.c35d24c5338ecc80cf62d16d1d30dc31.jpg,0,1,0,0,0,0
19-Front_jpg.rf.2becb3a0b46480930fa12ff86c5ad58d.jpg,0,0,0,0,1,0
54-Front_jpg.rf.2969717fe80587ba71a53b48185107ea.jpg,0,1,0,0,0,0
14-Right_jpg.rf.80d7a6e3ef3cdd16fc7e80435f2b5b65.jpg,0,0,0,0,0,1
39-Back_jpg.rf.cd67c6495f2c2adba1e19ed1502cdd45.jpg,0,1,0,0,0,0
29-Right_jpg.rf.62e77d4d56aca33f0d76983968a7afde.jpg,0,1,0,0,0,0
40-Right_jpg.rf.f6809cd06c88df6b2f9fd1d05756debe.jpg,0,1,0,0,0,0
31-Back_jpg.rf.b2626c81192dd6f42bfc7976b907af85.jpg,0,1,0,0,0,0
29-Front_jpg.rf.57169a8c1761a162aa7224567b6cdec3.jpg,0,1,0,0,0,0
36-Front_jpg.rf.9be4d9837350acd044a93e66de0e52d4.jpg,0,1,0,0,0,0
29-Left_jpg.rf.9afd45ce715375a526a24ec5f1f7f7ba.jpg,0,1,0,0,0,0
2-Right_jpg.rf.91995ba58d98a4e4120cfd4d772a7b51.jpg,0,0,0,0,1,0
6-Right_jpg.rf.9daef30c74207c424642e4ec688e7a6d.jpg,0,1,0,0,0,0
50-Right_jpg.rf.da8f62336706127e90f659d0c698a54a.jpg,0,1,0,0,0,0
50-Top-Down_jpg.rf.ebc18927b63a1329cd3cb4b863c5436f.jpg,0,1,0,0,0,0
33-Back_jpg.rf.db83cd8a29ad8a7dc056da1ed876f01d.jpg,0,1,0,0,0,0
14-Top-Down_jpg.rf.e7bf833b9e5f3e21ce84281b7ec5d8d5.jpg,0,0,0,0,1,0
51-Top-Down_jpg.rf.5d3fad616cf26bc7de92a98cfa2a7a15.jpg,0,1,0,0,0,0
54-Back_jpg.rf.4ced453863ea1a2ff2869586474b0819.jpg,0,1,0,0,0,0
57-Front_jpg.rf.dee854484e30ab9365a97aaafd1f474e.jpg,0,1,0,0,0,0
54-Right_jpg.rf.90c728a66de4cd32c7c18f50d23f9041.jpg,0,1,0,0,0,0
55-Front_jpg.rf.98db796c3ba330f7467b294d64869aa6.jpg,0,1,0,0,0,0
16-Left_jpg.rf.91534973f44906fe026073fd9d6c15c3.jpg,0,0,0,0,0,1
51-Right_jpg.rf.35df79d0f0a7ebefbd79670d9c0f37a7.jpg,0,1,0,0,0,0
55-Back_jpg.rf.32fca1fd092582495fa12bbd995cd2db.jpg,0,1,0,0,0,0
17-Back_jpg.rf.7dbda21d39d5fd998090c53ef2bb3c0d.jpg,0,0,0,0,0,1
1-Top-Down_jpg.rf.b8b9a9c8fda515b703bc2e987f4a1e18.jpg,0,0,0,0,0,1
29-Top-Down_jpg.rf.c881c22b5ef535a5d7a81b1fc2c76e33.jpg,0,1,0,0,0,0
18-Front_jpg.rf.7fb727393b2865f30354928ffe60f734.jpg,0,0,0,0,1,0
6-Left_jpg.rf.6966b3b33da857cce398093d62d1ae80.jpg,0,1,0,0,0,0
4-Back_jpg.rf.09cddc5bc1f7d761e15fea23afafa584.jpg,0,0,0,0,0,1
50-Left_jpg.rf.69b8e7b680a3635987d05ffbebe7e5fc.jpg,0,1,0,0,0,0
31-Front_jpg.rf.c492edaf11c4e6ec5bf0cf90d655a479.jpg,0,1,0,0,0,0
31-Right_jpg.rf.6cbe114543d6147bc643d2dcb94307fe.jpg,0,1,0,0,0,0
13-Back_jpg.rf.546fdf38fa199728bf50321e99b156f2.jpg,0,0,0,0,0,1
12-Top-Down_jpg.rf.7ec5dee66b2c1e9716d9e93d21753461.jpg,0,0,0,0,0,1
3-Top-Down_jpg.rf.c8702b5b0a6cc6827572ebede86b2ed9.jpg,0,0,0,0,0,1
18-Right_jpg.rf.7439dd8151fa4680d99ec0f5f6806ddd.jpg,0,0,0,0,1,0
19-Left_jpg.rf.ed335ef25762693bed0a3ef6115b7889.jpg,1,0,0,0,0,0
50-Front_jpg.rf.ad913b4ffee939d83ec2efb2c2c36e6f.jpg,0,1,0,0,0,0
19-Front_jpg.rf.de6ca152c3b42abcf41a617f37bc17b9.jpg,1,0,0,0,0,0
21-Right_jpg.rf.9e9df304374be957436ae111e978a341.jpg,1,0,0,0,0,0
31-Top-Down_jpg.rf.5fde8ab6f987f76e39deae6bc0b20371.jpg,0,1,0,0,0,0
19-Top-Down_jpg.rf.5f934a85c2644a8eb0a1d4de90bf8d37.jpg,1,0,0,0,0,0
18-Front_jpg.rf.71360d9684dba5bfd158d7928c6bac2a.jpg,1,0,0,0,0,0
11-Back_jpg.rf.934951f32d01005d9c70676b7286b603.jpg,0,0,0,0,0,1
18-Left_jpg.rf.64deec956d86d6a793f597b9cc6158dd.jpg,0,0,0,0,1,0
14-Front_jpg.rf.2afed21aaa9a2209f50943ebd7cd4994.jpg,1,0,0,0,0,0
14-Left_jpg.rf.4781fe328688d64eb70e059f542d76e4.jpg,1,0,0,0,0,0
17-Back_jpg.rf.65b4bd3c24165bfbe6ce6738f86eb53f.jpg,1,0,0,0,0,0
13-Left_jpg.rf.28183bcde723981ce76a94f023ca5f0c.jpg,1,0,0,0,0,0
7-Front_jpg.rf.056dad4877ccb1eca00bd0c63a5e4e34.jpg,0,0,0,0,0,1
14-Back_jpg.rf.ab092b0fea34bf4ac4739fec9a71b724.jpg,1,0,0,0,0,0
12-Back_jpg.rf.7f30bcf2d97e52c0210529a26c23042d.jpg,0,0,0,0,0,1
5-Left_jpg.rf.e0854cd3de4dfb3fc7f8961e18580ce0.jpg,0,0,0,0,0,1
5-Front_jpg.rf.2969b3b02b0005fc2060f6ccb509e22e.jpg,0,0,0,0,0,1
16-Back_jpg.rf.9c24071ded1489bc223369bcb14b90a6.jpg,0,0,0,0,0,1
14-Right_jpg.rf.345f17e002d2a5fefe2c7ff3ff2e6210.jpg,1,0,0,0,0,0
19-Back_jpg.rf.bdd43f6cc37b58910e40e83549502213.jpg,1,0,0,0,0,0
7-Left_jpg.rf.f8116061cc7c6a65f6543187faea01ca.jpg,0,0,0,0,0,1
13-Front_jpg.rf.98aae1abd4a177d998c97ad1feb233b4.jpg,0,0,0,0,0,1
54-Front_jpg.rf.fe67fc70f733e451a514fc93bf1b7e87.jpg,0,1,0,0,0,0
3-Front_jpg.rf.cb6f3974b0193cf522b9e5fcb6874310.jpg,0,0,0,0,0,1
13-Right_jpg.rf.7bff57dd40d1b487e11df9a20227ac56.jpg,1,0,0,0,0,0
11-Top-Down_jpg.rf.f534fbb0fc09838fc3c7cf1e430da667.jpg,0,0,0,0,0,1
10-Right_jpg.rf.5134cdab07ad125081851f708e23f50b.jpg,0,0,0,0,0,1
3-Right_jpg.rf.8e84a2440fcc9a1aaf44200e4a3784fe.jpg,0,0,0,0,0,1
7-Top-Down_jpg.rf.502837f5e7471fc515128ccaeab632e7.jpg,0,0,0,0,0,1
19-Right_jpg.rf.4733f82269e78e6f0764a3d7513b1d30.jpg,1,0,0,0,0,0
20-Back_jpg.rf.6011a0eb55ca59b4c2c7906a8d23ad35.jpg,1,0,0,0,0,0
13-Front_jpg.rf.0adca77808008eeeef0241b0e3b087a6.jpg,1,0,0,0,0,0
3-Left_jpg.rf.31b718b55d799655e52f022b7b0ef495.jpg,0,0,0,0,0,1
11-Right_jpg.rf.a34d08d9e6259dc90de991d5388bcc9e.jpg,0,0,0,0,0,1
12-Right_jpg.rf.7bc9c9a1733cad6a6e1680d3fe2da6ac.jpg,0,0,0,0,0,1
4-Right_jpg.rf.5c1d0d36daee2f23f34c701b962af762.jpg,0,0,0,0,0,1
13-Top-Down_jpg.rf.39da61e9ed71674a923510cba615f65c.jpg,1,0,0,0,0,0
1-Front_jpg.rf.12487efe3f3da4e071f03a195c934758.jpg,1,0,0,0,0,0
17-Left_jpg.rf.c7113960a356145f96bd9df8cede8a11.jpg,1,0,0,0,0,0
14-Top-Down_jpg.rf.96c75c1e4eee20a8f192a0c8ab403712.jpg,1,0,0,0,0,0
16-Right_jpg.rf.7dbee3fdf84921de1e086fed91bd5e5a.jpg,0,0,0,0,0,1
17-Top-Down_jpg.rf.0a2a5d59f7d20d97bd5567d0587f4788.jpg,1,0,0,0,0,0
4-Left_jpg.rf.87452a364984cf0e9a2d83b2c8312d61.jpg,0,0,0,0,0,1
16-Right_jpg.rf.37fdfd2fd7982514ce2866b85a289cf9.jpg,0,0,0,0,1,0
17-Back_jpg.rf.4353e2313082c3c6b68ea6ee6f2b9123.jpg,0,0,0,0,0,1
13-Back_jpg.rf.1ee38c636f14acb4b542d7719e84318d.jpg,1,0,0,0,0,0
2-Back_jpg.rf.2d9b437b5b249952c7c66dc613a18e48.jpg,1,0,0,0,0,0
17-Left_jpg.rf.f56cecdfc4399e1df98ed653036e65e7.jpg,0,0,0,0,0,1
15-Right_jpg.rf.63c74ca135601f545c4bca6faca48043.jpg,0,0,0,0,1,0
14-Front_jpg.rf.058947c19e0f76587538bf901de661a2.jpg,0,0,0,0,0,1
15-Top-Down_jpg.rf.e71955c9e91255e29033963e674d84ae.jpg,0,0,0,0,0,1
20-Right_jpg.rf.ae65266f3027fcd958f78bb7a7e1c184.jpg,1,0,0,0,0,0
2-Right_jpg.rf.05aa750ec98f28e25db810af854593e8.jpg,1,0,0,0,0,0
3-Back_jpg.rf.b6a3055c24d893022e9b0805ceb7940d.jpg,0,0,0,0,0,1
5-Top-Down_jpg.rf.f039989ac224909c7742b23a8617db67.jpg,0,0,0,0,0,1
18-Left_jpg.rf.67bb40a902507d38a95a4fd8e3bb5234.jpg,1,0,0,0,0,0
18-Right_jpg.rf.e7f62c72e79a33780b96d98f11d813b6.jpg,1,0,0,0,0,0
17-Front_jpg.rf.121437a1fed5abf377a6fe381269cce7.jpg,0,0,0,0,0,1
5-Right_jpg.rf.e5658185ec3d276c10229e4c8dafe7b0.jpg,0,0,0,0,0,1
20-Top-Down_jpg.rf.81f1893e2c61dbff59926f03df6f3b24.jpg,1,0,0,0,0,0
14-Top-Down_jpg.rf.e2da56d9ba95d8f9a3b3eb794d08e1c5.jpg,0,0,0,0,0,1
13-Left_jpg.rf.642e0365a806582fb841fff57741af19.jpg,0,0,0,0,0,1
2-Front_jpg.rf.9c002632f2f17220ad927fadbebbce04.jpg,0,0,0,0,0,1
15-Right_jpg.rf.fa3e5e2b30118ccf0db0f9ad23da936c.jpg,0,0,0,0,0,1
6-Back_jpg.rf.5219a93eb0e5d1915e2a80fae70caf48.jpg,0,0,0,0,0,1
2-Right_jpg.rf.57c774852fcfdf754b9ef1043aa8f801.jpg,0,0,0,0,0,1
11-Left_jpg.rf.a82e85312d11a2e9ffb4778aed37ce84.jpg,0,0,0,0,1,0
20-Front_jpg.rf.a9f81381f593d57310f6c18f720aad55.jpg,1,0,0,0,0,0
14-Right_jpg.rf.a2c00b184849d8a7ae834bca55624a20.jpg,0,0,0,0,0,1
6-Right_jpg.rf.19377b6069fe9e4d8e56b7e29f70a5c9.jpg,0,0,0,0,0,1
16-Top-Down_jpg.rf.e866da1dbc2c8a3c0b2c3ba9b5a356a4.jpg,0,0,0,0,1,0
2-Left_jpg.rf.ee996d5673d4654374c96014f1708ff6.jpg,1,0,0,0,0,0
8-Left_jpg.rf.436077005e767e942b5085af15e65c6f.jpg,0,0,0,0,0,1
16-Front_jpg.rf.87f84f3e04319b0ef94020ad129f99f4.jpg,0,0,0,0,1,0
21-Front_jpg.rf.321cfe0d54af3be65470bd1e88419142.jpg,0,0,0,0,1,0
11-Back_jpg.rf.3970d1d28176a25409ab718a17cb063e.jpg,0,0,0,0,1,0
48-Right_jpg.rf.069218a6a828fdb2e7f54fb7c58bae00.jpg,0,1,0,0,0,0
2-Top-Down_jpg.rf.c2b6d2ed2020412379e113ce9e483d01.jpg,0,0,0,0,0,1
8-Back_jpg.rf.18d27487fdc5650eb8f3a6742ac83992.jpg,0,0,0,0,0,1
6-Top-Down_jpg.rf.542d56ca2d1808df37fe37bf36157c73.jpg,0,0,0,0,0,1
20-Left_jpg.rf.82082d196f192fdb7d690b9d99ec4f86.jpg,0,0,0,0,1,0
9-Left_jpg.rf.1bea8fa16f847ed4515c688304364686.jpg,0,0,0,0,0,1
6-Left_jpg.rf.7f85987fc75d7ed43a44f8ce77eeba6b.jpg,0,0,0,0,0,1
6-Front_jpg.rf.44cb3411e31e40a932c6a6725c10e802.jpg,0,0,0,0,0,1
15-Front_jpg.rf.80f2c9b50ad08b2070fac6f46a93fb7c.jpg,0,0,0,0,0,1
7-Back_jpg.rf.cfbfe3252d573c9627ffb69ed4a4d77f.jpg,0,0,0,0,0,1
14-Front_jpg.rf.3d6de8fe5abfdbe8c91a69fb63e445da.jpg,0,0,0,0,1,0
8-Right_jpg.rf.a60b34c1b416e9de6d493598040c0816.jpg,0,0,0,0,0,1
9-Top-Down_jpg.rf.4612c97eed0cd28ddff6323480de7007.jpg,0,0,0,0,0,1
14-Back_jpg.rf.8c5f868d3d98d5e59a3f85b104d2184b.jpg,0,0,0,0,0,1
9-Back_jpg.rf.7d5c2fa595c3fefefca504b3099ae000.jpg,0,0,0,0,0,1
8-Top-Down_jpg.rf.c852138396b7ddac66ad291f33462b24.jpg,0,0,0,0,0,1
48-Top-Down_jpg.rf.12ecb44ca6942c6e8503404e3eae771d.jpg,0,1,0,0,0,0
16-Back_jpg.rf.72681bb72a1ad023f8ffabecf8ae1f52.jpg,0,0,0,0,1,0
1-Back_jpg.rf.b671a3206c68c3b8f94997f080c5ddf5.jpg,0,0,0,0,0,1
8-Front_jpg.rf.f7f70187118dca5c4ad134193e43c567.jpg,0,0,0,0,0,1
9-Front_jpg.rf.b9d286fef4a54680683be3b4210de070.jpg,0,0,0,0,0,1
34-Top-Down_jpg.rf.4c09896221b7b4631f311f288e8ad229.jpg,0,1,0,0,0,0
11-Top-Down_jpg.rf.4c9459f3639276a24db255fb286f4d73.jpg,0,0,0,0,1,0
13-Front_jpg.rf.f1d48748112616a728458a7accf6f4a7.jpg,0,0,0,0,1,0
34-Right_jpg.rf.51d3b8f192b6d59e1e65ecf290c55293.jpg,0,1,0,0,0,0
20-Top-Down_jpg.rf.ea5387588eb823c38af9229a57939110.jpg,0,0,0,0,1,0
1-Right_jpg.rf.89be759f00df5076f301d5461087328f.jpg,1,0,0,0,0,0
13-Right_jpg.rf.c1d8b537a40352acce0c6756cda650d1.jpg,0,0,0,0,1,0
14-Top-Down_jpg.rf.094489a8670f31c04a86ba19cec5f241.jpg,0,0,0,0,1,0
21-Back_jpg.rf.338cbac8791b7ee9541893d4a9f3bcb0.jpg,0,0,0,0,1,0
31-Top-Down_jpg.rf.9b19c6d775dfb5afd790124f57fc21cd.jpg,0,1,0,0,0,0
50-Front_jpg.rf.baedad6256dedffe8378c7556b9fbb8a.jpg,0,1,0,0,0,0
13-Top-Down_jpg.rf.997c0df2f1da264c81a042aa85ccc700.jpg,0,0,0,0,1,0
9-Right_jpg.rf.bf0d70028cda9c389a7b0bd8e8ed3f95.jpg,0,0,0,0,0,1
14-Back_jpg.rf.f26029788a6e9a7fb76415f1a6c18cb6.jpg,0,0,0,0,1,0
2-Top-Down_jpg.rf.401fa97616e54b3c4f109eb8617cb54f.jpg,1,0,0,0,0,0
36-Front_jpg.rf.c9cc4f9feaab2b61df0d31af01681c91.jpg,0,1,0,0,0,0
50-Back_jpg.rf.ea63a15f191ca86d119f19c2c0750de7.jpg,0,1,0,0,0,0
33-Back_jpg.rf.dad18f681bc2abe8bc3131b85e37b34c.jpg,0,1,0,0,0,0
50-Left_jpg.rf.1120618bda413bb98e1922d9155186ff.jpg,0,1,0,0,0,0
15-Back_jpg.rf.d067b20d1e8e68e7c6fcfa9f69e7afda.jpg,0,0,0,0,1,0
37-Back_jpg.rf.13d8c92063b652ef6345198bf1239aa2.jpg,0,1,0,0,0,0
18-Left_jpg.rf.e5662cea901fafec486b91dae1bf70e4.jpg,0,0,0,0,1,0
31-Right_jpg.rf.4023c330bf042bbcfe66363c29c7f4ae.jpg,0,1,0,0,0,0
48-Left_jpg.rf.2126f039c9d0baf80139d26fd0835d31.jpg,0,1,0,0,0,0
50-Right_jpg.rf.0d6930e1e9c6221dddd9b4ab31a41651.jpg,0,1,0,0,0,0
1-Front_jpg.rf.662cf3c9b9f1d3b8f4b292f8e8476a11.jpg,0,0,0,0,0,1
19-Front_jpg.rf.939e98120ab221fb3fcabe74a952098f.jpg,0,0,0,0,1,0
1-Back_jpg.rf.ffa962e6ef622e4f4c0f98b79dc102eb.jpg,0,0,0,0,1,0
21-Left_jpg.rf.2ef0fc031c74d03f2b3b865c41244dc1.jpg,0,0,0,0,1,0
1-Front_jpg.rf.33c3986b2bc70450dcd65112aac90852.jpg,0,0,0,0,1,0
2-Top-Down_jpg.rf.9f6f1e26aed722534785ab9ad1aa9f8c.jpg,0,0,0,0,1,0
15-Left_jpg.rf.a3276c8e78480db4eec17d1a3d94a23c.jpg,0,0,0,0,1,0
18-Right_jpg.rf.c75da50318772dfc255d8a07e28224ea.jpg,0,0,0,0,1,0
57-Right_jpg.rf.7f5154d417b8c95659f08d34f8ff2998.jpg,0,1,0,0,0,0
57-Front_jpg.rf.4d7992666b0790ef5aa8c8de32edf7f2.jpg,0,1,0,0,0,0
23-Top-Down_jpg.rf.c1c4195cabdcf9ae41121e7532bd6fd3.jpg,1,0,0,0,0,0
33-Front_jpg.rf.17b07ed5f6ef3ced2ef12537016424bf.jpg,0,1,0,0,0,0
19-Left_jpg.rf.52a7c2bd2aa0087f253eaf8969a93e35.jpg,0,0,0,0,1,0
39-Right_jpg.rf.06048f7da114bf171e895b7d2796c006.jpg,0,1,0,0,0,0
37-Right_jpg.rf.0e78fc132eec53744de528fdbd90d2d8.jpg,0,1,0,0,0,0
14-Back_jpg.rf.6a7e86ea14ecac7d5d4d1243328d3844.jpg,0,0,0,0,1,0
14-Back_jpg.rf.49375e9b86cd4cd5db95aa2a39c5c944.jpg,1,0,0,0,0,0
34-Left_jpg.rf.c0b15b976086aa5f18dd956fd29bd9c4.jpg,0,1,0,0,0,0
38-Right_jpg.rf.fd38f5a5f45ec68726a679a8a6b5ece7.jpg,0,1,0,0,0,0
13-Back_jpg.rf.ca67953dd38003e98cd5db03e6d6f259.jpg,1,0,0,0,0,0
2-Back_jpg.rf.28b8d62b1a71bc59e355a272873fd8bd.jpg,0,0,0,0,1,0
57-Back_jpg.rf.36747568025283c80000c9a46aa69488.jpg,0,1,0,0,0,0
33-Left_jpg.rf.031a10492a243a286b559b19b632fe91.jpg,0,1,0,0,0,0
19-Back_jpg.rf.890f4d6dd5586c6751d11ac172fd776f.jpg,1,0,0,0,0,0
40-Right_jpg.rf.19f8bc8570b5b2711f9b5a28cf921f73.jpg,0,1,0,0,0,0
17-Left_jpg.rf.72f43f4340ea9225b80ada38b41b5a7e.jpg,1,0,0,0,0,0
14-Right_jpg.rf.c78dae821ad80d5a000e972e100a133a.jpg,1,0,0,0,0,0
6-Front_jpg.rf.a1d37a4e96ab5a1f1337c710c3e6698e.jpg,0,1,0,0,0,0
16-Back_jpg.rf.f8d671f4ca21bdb7fbfa0cd6c921529b.jpg,0,0,0,0,1,0
19-Front_jpg.rf.0328331bb7cb219d065e271e58676f2a.jpg,1,0,0,0,0,0
14-Top-Down_jpg.rf.f323e458c6418a7e9eaf072ca727d549.jpg,1,0,0,0,0,0
